MD (m RKB),Inc (deg),Azim (deg),TVD (m RKB),X-Offset (m),Y-Offset (m),UTM E/W (m),UTM N/S (m),DLS (deg/30m),WELL_NAME
1606.6,28.6,242.01,1552.31,-169.055,-238.737,434881.025,6478324.87,0.37,15-9-F-15
1647,28.52,239.48,1587.8,-185.902,-248.173,434864.183,6478315.436,0.9,15-9-F-15
1687.3,28.58,236.33,1623.2,-202.214,-258.404,434847.878,6478305.209,1.12,15-9-F-15
1727.7,28.59,233.29,1658.68,-218.006,-269.54,434832.091,6478294.077,1.08,15-9-F-15
1768.1,28.37,229.11,1694.19,-233.013,-281.603,434817.089,6478282.018,1.49,15-9-F-15
1808.4,28.17,223.89,1729.69,-246.848,-294.728,434803.259,6478268.898,1.85,15-9-F-15
1848.8,28.3,224.77,1765.28,-260.204,-308.399,434789.908,6478255.231,0.32,15-9-F-15
1889.1,28.48,221.22,1800.74,-273.264,-322.41,434776.852,6478241.226,1.26,15-9-F-15
1939.5,28.59,217.77,1845.02,-288.57,-340.982,434761.552,6478222.66,0.98,15-9-F-15
1969.9,28.59,214.37,1871.72,-297.132,-352.737,434752.993,6478210.909,1.61,15-9-F-15
2010.2,29.15,214.06,1907.01,-308.072,-368.827,434742.056,6478194.824,0.43,15-9-F-15
2050.6,29.23,214.38,1942.28,-319.153,-385.119,434730.979,6478178.538,0.13,15-9-F-15
2090.9,30.12,215.13,1977.29,-330.528,-401.51,434719.608,6478162.153,0.72,15-9-F-15
2131.3,30.25,213.42,2012.21,-341.966,-418.294,434708.174,6478145.374,0.65,15-9-F-15
2171.6,30.35,210.52,2047.01,-352.728,-435.539,434697.416,6478128.136,1.09,15-9-F-15
2212,32.35,207.87,2081.51,-362.965,-453.889,434687.182,6478109.792,1.8,15-9-F-15
2252.3,34.65,207.17,2115.12,-373.239,-473.616,434676.912,6478090.072,1.74,15-9-F-15
2286.7,34.23,206.97,2143.49,-382.092,-490.939,434668.062,6478072.755,0.38,15-9-F-15
2329.9,32.44,206.19,2179.58,-392.717,-512.167,434657.44,6478051.535,1.28,15-9-F-15
2370.2,33.22,205.79,2213.44,-402.291,-531.806,434647.87,6478031.902,0.6,15-9-F-15
2410.6,33.23,205.61,2247.24,-411.89,-551.752,434638.274,6478011.963,0.07,15-9-F-15
2450.9,33.19,205.41,2280.95,-421.396,-571.673,434628.771,6477992.049,0.09,15-9-F-15
2491.3,33.08,205.67,2314.78,-430.917,-591.598,434619.254,6477972.131,0.13,15-9-F-15
2531.7,32.85,207.37,2348.68,-440.731,-611.267,434609.443,6477952.469,0.71,15-9-F-15
2572.1,34.69,206.81,2382.26,-450.955,-631.26,434599.223,6477932.483,1.39,15-9-F-15
2612.4,38.13,206.72,2414.69,-461.725,-652.615,434588.457,6477911.136,2.56,15-9-F-15
2652.8,42.06,206.9,2445.59,-473.46,-675.832,434576.726,6477887.926,2.92,15-9-F-15
2693.2,46.09,206.27,2474.61,-486.028,-700.96,434564.162,6477862.807,3.01,15-9-F-15
2733.6,50.71,203.11,2501.43,-498.614,-728.408,434551.58,6477835.369,3.85,15-9-F-15
2773.9,55.83,201.1,2525.52,-510.746,-758.328,434539.453,6477805.46,4,15-9-F-15
2814.3,59.21,200.84,2547.21,-522.939,-790.147,434527.264,6477773.651,2.52,15-9-F-15
2854.6,61.44,201.5,2567.16,-535.586,-822.795,434514.622,6477741.014,1.71,15-9-F-15
2895,63.8,200.63,2585.74,-548.476,-856.27,434501.736,6477707.551,1.84,15-9-F-15
2935.4,64.92,201.01,2603.22,-561.422,-890.313,434488.795,6477673.52,0.87,15-9-F-15
2975.8,65.81,201.56,2620.06,-574.753,-924.53,434475.468,6477639.315,0.76,15-9-F-15
3016.2,67.69,201.29,2636.01,-588.311,-959.083,434461.915,6477604.774,1.41,15-9-F-15
3056.5,67.51,202.6,2651.37,-602.234,-993.641,434447.996,6477570.228,0.91,15-9-F-15
3095.9,67.31,202.55,2666.5,-616.199,-1027.231,434434.036,6477536.65,0.16,15-9-F-15
3137.2,65.72,201.61,2682.96,-630.439,-1062.33,434419.801,6477501.563,1.31,15-9-F-15
3177.6,65.37,202.26,2699.69,-644.176,-1096.443,434406.069,6477467.462,0.51,15-9-F-15
3217.9,66.49,203.76,2716.12,-658.561,-1130.308,434391.69,6477433.608,1.32,15-9-F-15
3258.3,65.99,203.55,2732.4,-673.396,-1164.177,434376.859,6477399.751,0.4,15-9-F-15
3298.6,66.24,204.25,2748.72,-688.325,-1197.866,434361.935,6477366.074,0.51,15-9-F-15
3339,66.42,205.6,2764.94,-703.919,-1231.42,434346.347,6477332.532,0.93,15-9-F-15
3379.4,66.1,204.95,2781.2,-719.709,-1264.86,434330.563,6477299.103,0.5,15-9-F-15
3419.7,66.87,201.89,2797.29,-734.391,-1298.765,434315.885,6477265.21,2.17,15-9-F-15
3460.1,65.46,201.03,2813.61,-747.912,-1333.156,434302.369,6477230.832,1.2,15-9-F-15
3500.5,65.16,201.35,2830.49,-761.18,-1367.38,434289.106,6477196.619,0.31,15-9-F-15
3540.8,65.48,203.11,2847.32,-775.034,-1401.275,434275.257,6477162.736,1.21,15-9-F-15
3581.2,65.7,202.95,2864.01,-789.426,-1435.132,434260.87,6477128.891,0.2,15-9-F-15
3621.5,66.91,199.87,2880.21,-802.89,-1469.484,434247.411,6477094.551,2.28,15-9-F-15
3661.9,62.82,197.67,2897.37,-814.666,-1504.099,434235.638,6477059.948,3.38,15-9-F-15
3702.3,57.41,199.75,2917.49,-825.881,-1537.266,434224.428,6477026.792,4.23,15-9-F-15
3742.6,55.25,200.14,2939.83,-837.32,-1568.792,434212.993,6476995.277,1.63,15-9-F-15
3783,53.1,199.72,2963.48,-848.486,-1599.585,434201.83,6476964.495,1.62,15-9-F-15
3823.3,51.77,201.86,2988.05,-859.819,-1629.447,434190.502,6476934.643,1.6,15-9-F-15
3863.6,51.32,205.4,3013.12,-872.462,-1658.353,434177.863,6476905.748,2.09,15-9-F-15
3904,48.01,210.1,3039.27,-886.764,-1685.604,434163.566,6476878.506,3.62,15-9-F-15
3925.9,47.25,210.48,3054.03,-894.924,-1699.575,434155.408,6476864.54,1.11,15-9-F-15
3963.8,45.54,207.99,3080.17,-908.333,-1723.514,434142.005,6476840.609,1.97,15-9-F-15
4002.89,44.85,204.69,3107.72,-920.639,-1748.36,434129.702,6476815.772,1.87,15-9-F-15
4042.88,44.32,202.03,3136.2,-931.771,-1774.125,434118.575,6476790.016,1.46,15-9-F-15
4090,44.32,202.03,3169.92,-944.119,-1804.642,434106.231,6476759.509,0,15-9-F-15
145.9,0,0,145.9,-3.534,3.165,435046.488,6478566.687,0,15-9-F-1
150.15,0,0,150.15,-3.534,3.165,435046.488,6478566.687,0,15-9-F-1
160.45,0,0,160.45,-3.534,3.165,435046.488,6478566.687,0,15-9-F-1
170.04,0,0,170.04,-3.534,3.165,435046.488,6478566.687,0,15-9-F-1
179.79,0,0,179.79,-3.534,3.165,435046.488,6478566.687,0,15-9-F-1
189.74,0,0,189.74,-3.534,3.165,435046.488,6478566.687,0,15-9-F-1
198.5,0,0,198.5,-3.534,3.165,435046.488,6478566.687,0,15-9-F-1
210.7,0,0,210.7,-3.534,3.165,435046.488,6478566.687,0,15-9-F-1
237.6,1.84,302.24,237.6,-3.899,3.396,435046.123,6478566.917,2.05,15-9-F-1
251.1,1.91,304.7,251.09,-4.268,3.639,435045.755,6478567.161,0.24,15-9-F-1
264.9,2.47,305.76,264.88,-4.698,3.944,435045.324,6478567.466,1.22,15-9-F-1
279.2,2.05,306.81,279.17,-5.153,4.277,435044.87,6478567.799,0.89,15-9-F-1
292.7,1.8,304,292.66,-5.522,4.54,435044.501,6478568.062,0.59,15-9-F-1
302.8,1.13,330.72,302.76,-5.702,4.716,435044.321,6478568.237,2.79,15-9-F-1
315.5,1.41,333.18,315.45,-5.834,4.965,435044.189,6478568.486,0.67,15-9-F-1
332.2,2.4,314.19,332.14,-6.177,5.392,435043.846,6478568.913,2.09,15-9-F-1
342.2,2.78,301.18,342.13,-6.535,5.663,435043.488,6478569.184,2.09,15-9-F-1
358.5,3.3,293.1,358.41,-7.305,6.052,435042.719,6478569.573,1.24,15-9-F-1
378,3.07,298.6,377.88,-8.279,6.522,435041.744,6478570.043,0.59,15-9-F-1
414.8,3.3,293.64,414.62,-10.115,7.419,435039.909,6478570.939,0.29,15-9-F-1
455.4,3.07,292.72,455.16,-12.188,8.307,435037.837,6478571.827,0.17,15-9-F-1
495.4,2.84,290.41,495.11,-14.105,9.066,435035.921,6478572.586,0.19,15-9-F-1
535.6,2.77,293.07,535.26,-15.932,9.794,435034.094,6478573.314,0.11,15-9-F-1
575.8,3.06,287.04,575.41,-17.852,10.489,435032.175,6478574.009,0.31,15-9-F-1
616.5,4.01,305.32,616.03,-20.052,11.631,435029.976,6478575.149,1.08,15-9-F-1
656.8,6.13,317.8,656.17,-22.647,14.04,435027.382,6478577.558,1.77,15-9-F-1
697.1,8.24,324.71,696.15,-25.761,17.991,435024.269,6478581.508,1.69,15-9-F-1
720,9.57,322.37,718.78,-27.872,20.838,435022.159,6478584.354,1.81,15-9-F-1
737.4,10.71,320.81,735.91,-29.776,23.237,435020.255,6478586.752,2.02,15-9-F-1
756.8,10.39,320.18,754.98,-32.036,25.978,435017.996,6478589.492,0.53,15-9-F-1
798.9,9.88,320.5,796.42,-36.764,31.681,435013.27,6478595.193,0.37,15-9-F-1
838.3,10.04,315.72,835.23,-41.312,36.748,435008.723,6478600.258,0.64,15-9-F-1
868,11.16,309.73,864.42,-45.33,40.439,435004.706,6478603.948,1.59,15-9-F-1
878.2,11.28,310.41,874.43,-46.849,41.716,435003.188,6478605.225,0.53,15-9-F-1
918,10.7,315.76,913.5,-52.391,46.887,434997.648,6478610.394,0.88,15-9-F-1
999,8.88,319.88,993.32,-61.666,57.056,434988.376,6478620.559,0.72,15-9-F-1
1079.8,9.07,320.34,1073.13,-69.75,66.728,434980.295,6478630.227,0.08,15-9-F-1
1120.4,11.38,312.16,1113.08,-74.762,71.881,434975.285,6478635.379,2.01,15-9-F-1
1160.8,11.86,307.61,1152.65,-81.006,77.09,434969.043,6478640.586,0.77,15-9-F-1
1201,11.69,307.74,1192.01,-87.499,82.103,434962.553,6478645.598,0.13,15-9-F-1
1241.4,12.44,309.36,1231.51,-94.1,87.368,434955.954,6478650.861,0.61,15-9-F-1
1281.8,12.06,309.62,1270.99,-100.715,92.819,434949.341,6478656.31,0.29,15-9-F-1
1322.4,10.85,310.25,1310.79,-106.899,97.993,434943.159,6478661.482,0.9,15-9-F-1
1335.6,10.17,309.34,1323.76,-108.749,99.535,434941.31,6478663.023,1.59,15-9-F-1
1387.1,7.66,329.93,1374.65,-113.987,105.39,434936.073,6478668.876,2.34,15-9-F-1
1428,10.47,345.74,1415.04,-116.269,111.353,434933.792,6478674.837,2.74,15-9-F-1
1468.3,12.18,6.35,1454.57,-116.701,119.13,434933.36,6478682.612,3.25,15-9-F-1
1508.7,13.62,22.56,1493.96,-114.404,127.762,434935.657,6478691.241,2.88,15-9-F-1
1551.3,15.49,29.92,1535.2,-109.641,137.326,434940.418,6478700.801,1.85,15-9-F-1
1589.1,17.8,32.61,1571.41,-104.009,146.569,434946.048,6478710.041,1.93,15-9-F-1
1629.5,20.24,33.68,1609.6,-96.805,157.588,434953.25,6478721.056,1.83,15-9-F-1
1663.4,23.45,33.72,1641.07,-89.807,168.081,434960.246,6478731.545,2.84,15-9-F-1
1710.4,26.64,33.77,1683.64,-78.755,184.623,434971.293,6478748.081,2.04,15-9-F-1
1750.3,29.38,36.44,1718.87,-67.967,199.936,434982.078,6478763.389,2.27,15-9-F-1
1790.4,29.98,36.55,1753.7,-56.158,215.898,434993.883,6478779.346,0.45,15-9-F-1
1831.1,30.06,36.61,1788.94,-44.023,232.249,435006.014,6478795.691,0.06,15-9-F-1
1871.1,30.03,36.77,1823.57,-32.057,248.309,435017.975,6478811.745,0.06,15-9-F-1
1911.6,29.86,35.39,1858.66,-20.151,264.646,435029.877,6478828.077,0.53,15-9-F-1
1952.2,29.78,34.81,1893.89,-8.542,281.164,435041.482,6478844.589,0.22,15-9-F-1
1992.8,29.92,35.24,1929.1,3.056,297.712,435053.076,6478861.131,0.19,15-9-F-1
2027.3,29.89,35.13,1959.01,12.967,311.77,435062.983,6478875.184,0.05,15-9-F-1
2066.3,29.92,34.8,1992.82,24.11,327.704,435074.122,6478891.113,0.13,15-9-F-1
2113.7,29.8,35.71,2033.92,37.731,346.975,435087.739,6478910.377,0.3,15-9-F-1
2154.7,29.85,34.79,2069.49,49.5,363.627,435099.503,6478927.024,0.34,15-9-F-1
2194.3,29.84,36.98,2103.84,61.049,379.591,435111.049,6478942.982,0.83,15-9-F-1
2234.7,29.79,38.27,2138.89,73.311,395.5,435123.307,6478958.885,0.48,15-9-F-1
2275.1,30.01,37.36,2173.92,85.658,411.41,435135.649,6478974.789,0.37,15-9-F-1
2305.9,29.96,35.61,2200.6,94.81,423.784,435144.798,6478987.16,0.85,15-9-F-1
2396.5,30.06,35.35,2279.05,121.111,460.684,435171.09,6479024.047,0.05,15-9-F-1
2436.7,30.19,35.59,2313.82,132.819,477.116,435182.793,6479040.473,0.13,15-9-F-1
2470.8,30.22,36.84,2343.29,142.954,490.956,435192.925,6479054.308,0.55,15-9-F-1
2517.2,30.25,36.59,2383.38,156.922,509.686,435206.888,6479073.031,0.08,15-9-F-1
2557.9,30.19,34.71,2418.55,168.861,526.33,435218.823,6479089.669,0.7,15-9-F-1
2587,30.19,33.06,2443.7,177.018,538.477,435226.978,6479101.812,0.86,15-9-F-1
2653.2,27.05,19.76,2501.87,191.206,566.629,435241.16,6479129.955,3.21,15-9-F-1
2693.7,26.44,14.67,2538.04,196.603,584.021,435246.556,6479147.341,1.76,15-9-F-1
2733.9,26.47,6.38,2574.04,199.866,601.589,435249.818,6479164.902,2.75,15-9-F-1
2774.3,26.45,356.36,2610.23,200.296,619.525,435250.247,6479182.832,3.31,15-9-F-1
2814.8,26.44,349.52,2646.5,198.083,637.397,435248.035,6479200.698,2.26,15-9-F-1
2855.3,26.84,342.3,2682.71,193.662,654.978,435243.615,6479218.273,2.41,15-9-F-1
2895.1,29.13,334.29,2717.86,186.724,672.274,435236.68,6479235.563,3.31,15-9-F-1
2935.6,30.82,327.98,2752.95,176.944,689.958,435226.903,6479253.241,2.65,15-9-F-1
2975.9,33.73,322.9,2787.03,164.716,707.642,435214.679,6479270.919,2.96,15-9-F-1
3016.3,36.82,316.6,2820.02,149.623,725.395,435199.592,6479288.665,3.54,15-9-F-1
3056.6,38.42,310.99,2851.95,131.868,742.388,435181.843,6479305.653,2.81,15-9-F-1
3097.1,40.86,304.69,2883.15,111.465,758.191,435161.447,6479321.45,3.48,15-9-F-1
3136.9,45.54,301.79,2912.15,88.673,773.093,435138.663,6479336.346,3.83,15-9-F-1
3177.3,49.5,301.46,2939.43,63.306,788.711,435113.305,6479351.959,2.95,15-9-F-1
3217.8,44.76,301.22,2966.98,37.963,804.147,435087.97,6479367.389,3.51,15-9-F-1
3257.9,40.65,301.61,2996.44,14.756,818.316,435064.771,6479381.554,3.08,15-9-F-1
3298.5,36.47,301.87,3028.18,-6.763,831.624,435043.26,6479394.858,3.09,15-9-F-1
3338.7,32.86,302.97,3061.24,-26.066,843.872,435023.964,6479407.101,2.73,15-9-F-1
3379,28.3,302.94,3095.93,-43.265,855.022,435006.771,6479418.247,3.39,15-9-F-1
3419.2,23.61,303.38,3132.06,-57.992,864.638,434992.049,6479427.86,3.5,15-9-F-1
3459.7,21.06,302.82,3169.52,-70.882,873.046,434979.163,6479436.265,1.9,15-9-F-1
3499.9,21.06,301.73,3207.03,-83.095,880.759,434966.954,6479443.975,0.29,15-9-F-1
3540.5,21.02,301.56,3244.93,-95.504,888.407,434954.55,6479451.62,0.05,15-9-F-1
3580.5,20.88,301.96,3282.28,-107.665,895.935,434942.393,6479459.145,0.15,15-9-F-1
3620.3,20.89,302.46,3319.47,-119.67,903.497,434930.393,6479466.706,0.13,15-9-F-1
3632,20.89,302.46,3330.4,-123.19,905.736,434926.874,6479468.944,0,15-9-F-1
145.9,0,0,145.9,-0.19,-2.699,435049.831,6478560.825,0,15-9-F-4
184.12,0.1,233.25,184.12,-0.216,-2.719,435049.805,6478560.805,0.08,15-9-F-4
224.45,0.16,227.58,224.45,-0.286,-2.778,435049.735,6478560.746,0.05,15-9-F-4
264.79,0.84,218.68,264.79,-0.512,-3.047,435049.509,6478560.477,0.51,15-9-F-4
305.1,1.6,210.39,305.09,-0.982,-3.763,435049.039,6478559.761,0.58,15-9-F-4
345.45,2.76,227.92,345.41,-1.988,-4.9,435048.034,6478558.625,0.99,15-9-F-4
385.8,5.17,242.27,385.66,-4.318,-6.397,435045.704,6478557.128,1.92,15-9-F-4
426.12,7.04,240.4,425.75,-8.075,-8.463,435041.948,6478555.063,1.4,15-9-F-4
466.4,8.06,224.23,465.68,-12.192,-11.706,435037.833,6478551.821,1.75,15-9-F-4
506.65,8.85,205.85,505.5,-15.511,-16.515,435034.516,6478547.013,2.09,15-9-F-4
546.96,8.9,191.34,545.34,-17.476,-22.364,435032.551,6478541.167,1.66,15-9-F-4
587.28,8.91,181.74,585.17,-18.184,-28.543,435031.843,6478534.99,1.1,15-9-F-4
627.54,9,180.61,624.94,-18.312,-34.809,435031.715,6478528.726,0.15,15-9-F-4
667.63,9.45,172.33,664.52,-17.907,-41.206,435032.121,6478522.331,1.05,15-9-F-4
707.96,9.68,168.4,704.29,-16.783,-47.809,435033.244,6478515.731,0.51,15-9-F-4
748.28,11.47,163.5,743.92,-14.962,-54.974,435035.064,6478508.568,1.49,15-9-F-4
788.57,13.92,158.6,783.22,-12.056,-63.329,435037.969,6478500.216,1.99,15-9-F-4
828.91,15.68,154.79,822.22,-7.963,-72.779,435042.061,6478490.769,1.49,15-9-F-4
869.25,16.74,152.61,860.96,-2.968,-82.87,435047.054,6478480.682,0.91,15-9-F-4
909.6,16.06,153.68,899.67,2.18,-93.032,435052.2,6478470.523,0.55,15-9-F-4
949.94,14.95,155.21,938.54,6.836,-102.758,435056.854,6478460.801,0.88,15-9-F-4
990.29,13.7,155.13,977.63,11.028,-111.819,435061.045,6478451.743,0.93,15-9-F-4
1030.67,12.89,151.78,1016.93,15.168,-120.126,435065.184,6478443.439,0.83,15-9-F-4
1071,12.15,152.1,1056.3,19.282,-127.84,435069.296,6478435.727,0.55,15-9-F-4
1111.37,12.64,147.23,1095.73,23.66,-135.309,435073.673,6478428.261,0.86,15-9-F-4
1151.73,15.84,143.99,1134.85,29.291,-143.48,435079.301,6478420.093,2.45,15-9-F-4
1192.07,18.18,149.72,1173.42,35.702,-153.37,435085.71,6478410.206,2.14,15-9-F-4
1232.42,18.49,144.76,1211.73,42.568,-164.033,435092.574,6478399.548,1.18,15-9-F-4
1272.73,16.15,144.57,1250.21,49.507,-173.823,435099.511,6478389.761,1.74,15-9-F-4
1313.08,15.42,145.64,1289.04,55.788,-182.824,435105.789,6478380.763,0.58,15-9-F-4
1353.43,15.54,145.81,1327.92,61.853,-191.723,435111.852,6478371.867,0.1,15-9-F-4
1393.74,15.68,134.88,1366.75,68.749,-200.035,435118.746,6478363.558,2.19,15-9-F-4
1434.06,16.31,123.73,1405.52,77.32,-207.025,435127.314,6478356.57,2.33,15-9-F-4
1474.42,18.16,110.38,1444.08,87.934,-212.365,435137.924,6478351.232,3.24,15-9-F-4
1514.76,21.78,110.07,1481.99,100.861,-217.124,435150.847,6478346.475,2.69,15-9-F-4
1555.11,23.34,111.89,1519.25,115.31,-222.673,435165.291,6478340.927,1.27,15-9-F-4
1595.46,24.6,113.51,1556.12,130.429,-229.004,435180.404,6478334.599,1.06,15-9-F-4
1635.81,26.12,116.02,1592.58,146.113,-236.251,435196.083,6478327.354,1.38,15-9-F-4
1676.14,25.75,111.05,1628.86,162.269,-243.293,435212.234,6478320.315,1.64,15-9-F-4
1716.5,25.56,105.93,1665.24,178.826,-248.833,435228.784,6478314.777,1.65,15-9-F-4
1756.82,25.59,106.13,1701.61,195.555,-253.639,435245.508,6478309.972,0.07,15-9-F-4
1797.22,25.55,107.65,1738.06,212.239,-258.705,435262.186,6478304.909,0.49,15-9-F-4
1837.56,25.47,106.67,1774.46,228.838,-263.83,435278.779,6478299.784,0.32,15-9-F-4
1877.9,25.62,106.64,1810.86,245.503,-268.816,435295.439,6478294.801,0.11,15-9-F-4
1918.25,25.57,108.44,1847.25,262.123,-274.069,435312.052,6478289.55,0.58,15-9-F-4
1958.61,25.5,107.99,1883.67,278.648,-279.507,435328.572,6478284.113,0.15,15-9-F-4
1998.97,26.11,107.77,1920,295.369,-284.901,435345.287,6478278.722,0.46,15-9-F-4
2039.32,25.96,107.45,1956.26,312.249,-290.259,435362.161,6478273.365,0.15,15-9-F-4
2079.67,26.64,109.21,1992.43,329.217,-295.884,435379.124,6478267.742,0.77,15-9-F-4
2120.01,26.48,109.43,2028.52,346.239,-301.851,435396.139,6478261.777,0.14,15-9-F-4
2160.35,26.41,110,2064.63,363.151,-307.911,435413.045,6478255.719,0.2,15-9-F-4
2200.7,26.7,109.9,2100.73,380.107,-314.066,435429.995,6478249.566,0.22,15-9-F-4
2241.06,26.47,109.31,2136.82,397.122,-320.127,435447.004,6478243.508,0.26,15-9-F-4
2281.44,26.44,106.54,2172.97,414.233,-325.662,435464.11,6478237.974,0.92,15-9-F-4
2321.84,26.41,106.65,2209.15,431.463,-330.797,435481.334,6478232.841,0.04,15-9-F-4
2362.19,26.58,106.32,2245.26,448.724,-335.905,435498.589,6478227.735,0.17,15-9-F-4
2402.55,26.67,106.08,2281.34,466.093,-340.951,435515.952,6478222.691,0.1,15-9-F-4
2442.9,26.5,105.54,2317.43,483.468,-345.871,435533.32,6478217.772,0.22,15-9-F-4
2483.25,27.05,106.3,2353.45,500.947,-350.858,435550.793,6478212.787,0.48,15-9-F-4
2523.62,27.47,106.17,2389.34,518.7,-356.027,435568.54,6478207.62,0.32,15-9-F-4
2563.96,27.4,105.47,2425.14,536.582,-361.094,435586.416,6478202.554,0.25,15-9-F-4
2604.31,26.84,107.02,2461.06,554.241,-366.237,435604.069,6478197.413,0.67,15-9-F-4
2644.66,27.58,113.83,2496.95,571.5,-372.679,435621.322,6478190.974,2.38,15-9-F-4
2685.02,27.86,122.13,2532.69,588.039,-381.473,435637.855,6478182.183,2.88,15-9-F-4
2696.43,28.19,124.71,2542.76,592.512,-384.425,435642.327,6478179.232,3.3,15-9-F-4
2740.79,29.63,133.7,2581.61,609.062,-397.975,435658.871,6478165.687,3.09,15-9-F-4
2773.9,31.22,140.01,2610.17,620.497,-410.208,435670.302,6478153.458,3.23,15-9-F-4
2800.66,31.75,145.84,2633,628.91,-421.35,435678.712,6478142.32,3.46,15-9-F-4
2840.3,31.62,150.5,2666.73,639.885,-439.027,435689.683,6478124.649,1.85,15-9-F-4
2879.85,32.11,155.23,2700.33,649.395,-457.598,435699.19,6478106.085,1.93,15-9-F-4
2920.07,32.76,160.49,2734.28,657.51,-477.565,435707.302,6478086.124,2.16,15-9-F-4
2959.08,34.44,162.51,2766.77,664.351,-498.037,435714.14,6478065.66,1.55,15-9-F-4
3001.1,35.31,165.32,2801.25,671,-521.119,435720.787,6478042.586,1.3,15-9-F-4
3041.46,36.6,171.51,2833.93,675.734,-544.311,435725.52,6478019.402,2.87,15-9-F-4
3081.29,37.88,178.79,2865.65,677.746,-568.293,435727.531,6477995.428,3.45,15-9-F-4
3121.75,40.87,183.49,2896.93,677.203,-593.936,435726.988,6477969.794,3.13,15-9-F-4
3162.81,43.81,186.08,2927.28,674.879,-621.485,435724.665,6477942.254,2.5,15-9-F-4
3203.53,46.88,187.49,2955.9,671.448,-650.242,435721.235,6477913.507,2.38,15-9-F-4
3244.08,50.42,190.19,2982.68,666.752,-680.308,435716.541,6477883.452,3.02,15-9-F-4
3284.75,52.56,193.1,3008.01,660.318,-711.467,435710.109,6477852.304,2.3,15-9-F-4
3325.09,54.85,195.14,3031.89,652.38,-742.991,435702.173,6477820.791,2.1,15-9-F-4
3365.11,55.23,196.13,3054.82,643.54,-774.575,435693.336,6477789.218,0.67,15-9-F-4
3404.82,55.15,197.06,3077.49,634.228,-805.82,435684.028,6477757.983,0.58,15-9-F-4
3444.78,54.88,199.93,3100.4,623.846,-836.864,435673.649,6477726.951,1.78,15-9-F-4
3484.98,54.67,202.72,3123.59,611.906,-867.45,435661.714,6477696.375,1.71,15-9-F-4
3510,54.67,202.72,3138.06,604.023,-886.278,435653.833,6477677.554,0,15-9-F-4
145.9,0,0,145.9,0.925,-4.655,435050.945,6478558.87,0,15-9-F-5
146,0,0,146,0.925,-4.655,435050.945,6478558.87,0,15-9-F-5
154.9,0.16,221.03,154.9,0.916,-4.664,435050.937,6478558.861,0.54,15-9-F-5
195.3,0.28,98.15,195.3,0.977,-4.721,435050.998,6478558.804,0.29,15-9-F-5
235.6,0.64,43.64,235.6,1.23,-4.572,435051.25,6478558.953,0.39,15-9-F-5
276,1.51,188.03,275.99,1.311,-4.935,435051.332,6478558.589,1.53,15-9-F-5
316.4,2.21,178.31,316.37,1.26,-6.241,435051.28,6478557.284,0.57,15-9-F-5
356.7,4.11,173.29,356.61,1.452,-8.452,435051.472,6478555.074,1.43,15-9-F-5
397.1,7.66,171.91,396.79,2,-12.557,435052.02,6478550.97,2.64,15-9-F-5
437.5,9.13,178.88,436.76,2.441,-18.428,435052.462,6478545.101,1.33,15-9-F-5
477.8,10.58,180.1,476.46,2.498,-25.325,435052.518,6478538.207,1.09,15-9-F-5
518.2,11.35,177.18,516.12,2.687,-33.005,435052.707,6478530.53,0.7,15-9-F-5
558.5,11.51,168.58,555.63,3.678,-40.907,435053.698,6478522.63,1.27,15-9-F-5
598.9,12.38,160.99,595.16,5.887,-48.953,435055.906,6478514.587,1.33,15-9-F-5
639.3,13.56,152.14,634.53,9.511,-57.236,435059.529,6478506.307,1.71,15-9-F-5
679.6,14.3,144.14,673.65,14.635,-65.447,435064.651,6478498.098,1.53,15-9-F-5
720,15.63,138.03,712.68,21.198,-73.538,435071.212,6478490.01,1.53,15-9-F-5
760.4,18.5,128.65,751.3,29.847,-81.591,435079.857,6478481.96,2.95,15-9-F-5
800.7,21.63,122.01,789.16,41.143,-89.524,435091.149,6478474.03,2.88,15-9-F-5
841.1,23.86,117.08,826.42,54.735,-97.193,435104.737,6478466.364,2.18,15-9-F-5
881.5,26.84,113.98,862.92,70.347,-104.621,435120.344,6478458.939,2.42,15-9-F-5
921.8,25.33,116.92,899.12,86.348,-112.222,435136.339,6478451.34,1.48,15-9-F-5
962.2,22.47,119.01,936.05,100.809,-119.881,435150.795,6478443.684,2.21,15-9-F-5
1002.6,19.82,122.15,973.73,113.362,-127.271,435163.344,6478436.296,2.14,15-9-F-5
1043,17.2,122.87,1012.04,124.18,-134.159,435174.158,6478429.411,1.95,15-9-F-5
1083.3,15,123.11,1050.75,133.554,-140.242,435183.528,6478423.329,1.64,15-9-F-5
1123.7,17.73,118.94,1089.51,143.319,-146.076,435193.29,6478417.498,2.21,15-9-F-5
1164.1,21.77,113.96,1127.53,155.554,-152.098,435205.521,6478411.478,3.25,15-9-F-5
1204.4,26.13,110.24,1164.36,170.718,-158.207,435220.68,6478405.372,3.43,15-9-F-5
1244.8,29.6,108.19,1200.07,188.55,-164.401,435238.505,6478399.179,2.67,15-9-F-5
1285.2,31.04,109.95,1234.94,207.821,-171.07,435257.77,6478392.513,1.26,15-9-F-5
1325.6,28.6,112.14,1269.99,226.572,-178.269,435276.514,6478385.316,1.98,15-9-F-5
1365.9,25.5,114.9,1305.88,243.38,-185.559,435293.316,6478378.029,2.49,15-9-F-5
